n_time
10000	0.390000
20000	1.440000
30000	2.280000
40000	3.960000
50000	6.240000
60000	8.770000
70000	11.480000
80000	15.350000
90000	18.570000
100000	23.100000
110000	27.389999
120000	32.189999
130000	37.049999
140000	43.779999
150000	51.099998
160000	57.349998
170000	63.369999
180000	69.660004
190000	77.809998
200000	87.309998
210000	
